0.0,0.0,0.0
36.875,57.875,1.0
24.142857142857146,29.28571428571429,1.0
40.0,103.66666666666666,1.0
46.833333333333336,36.66666666666667,1.0
36.6,36.0,1.0
57.2,43.2,1.0
45.0,70.5,1.0
32.0,125.0,1.0
42.125,56.75,1.0
33.5,47.5,1.0
59.0,50.5,1.0
52.0,48.0,1.0
45.5,57.0,1.0
36.0,62.0,1.0
33.0,38.71428571428572,1.0
46.0,64.0,1.0
37.0,55.75,1.0
33.0,58.5,1.0
34.5,63.5,1.0
50.0,60.0,1.0
37.0,56.285714285714285,2.0
32.0,125.0,2.0
46.83333333333333,36.66666666666667,2.0
32.833333333333336,39.0,2.0
40.0,103.66666666666666,2.0
24.142857142857146,29.28571428571429,2.0
35.0,63.0,2.0
57.0,42.75,2.0
45.0,70.5,2.0
42.125,56.75,2.0
36.0,36.8,2.0
37.0,33.0,2.0
36.833333333333336,58.833333333333336,2.0
33.5,47.5,2.0
33.0,58.5,2.0
46.0,64.0,2.0
59.0,50.0,2.0
45.5,57.0,2.0
35.25,62.75,3.0
40.0,103.66666666666666,3.0
46.833333333333336,36.66666666666667,3.0
42.125,56.75,3.0
32.0,125.0,3.0
45.0,70.5,3.0
36.916666666666664,57.166666666666664,3.0
46.0,64.0,3.0
45.5,57.0,3.0
38.0,93.0,4.0
37.46153846153846,113.46153846153847,4.0
32.75,64.625,4.0
43.666666666666664,56.666666666666664,4.0
38.95238095238095,107.95238095238095,4.0
34.88235294117647,123.8235294117647,4.0
45.0,36.0,4.0
25.166666666666668,76.5,4.0
27.11111111111111,65.77777777777777,4.0
38.1,101.1,4.0
36.3,119.5,4.0
36.75,57.0,4.0
46.0,64.0,4.0
34.08214285714283,62.23214285714283,5.0
37.54945054945055,113.23076923076921,5.0
36.30252100840336,112.94957983193274,6.0
34.03546099290778,62.365248226950335,6.0
36.30252100840336,112.94957983193274,7.0
34.03546099290778,62.365248226950335,7.0
37.38095238095238,97.95238095238095,8.0
31.323529411764707,61.411764705882355,8.0
58.23076923076925,51.65384615384616,8.0
25.07142857142858,66.21428571428572,8.0
39.5,107.7058823529412,8.0
34.41860465116279,121.8604651162791,8.0
43.48717948717949,59.92307692307693,8.0
52.13793103448277,45.34482758620692,8.0
34.6,67.93333333333334,8.0
25.772727272727273,73.5,8.0
30.857142857142858,89.42857142857143,8.0
39.62068965517241,55.0,8.0
25.171428571428585,60.714285714285715,8.0
39.38461538461539,64.23076923076923,8.0
35.54838709677419,114.96774193548389,8.0
36.05555555555556,58.388888888888886,8.0
30.857142857142858,89.42857142857143,9.0
32.699999999999996,60.925,9.0
35.666666666666664,115.21212121212119,9.0
51.846153846153854,45.58974358974356,9.0
25.73684210526315,74.05263157894737,9.0
40.170731707317074,63.3170731707317,9.0
25.281250000000007,66.5,9.0
39.42857142857143,107.57142857142856,9.0
34.26829268292683,121.99999999999997,9.0
37.75555555555555,56.08888888888889,9.0
56.423076923076934,51.346153846153825,9.0
25.65000000000001,60.75,9.0
43.473684210526315,58.89473684210526,9.0
35.189189189189186,67.5945945945946,9.0
